DF_Market,Location,TMO,Brand Family,CR_BrandId,SKU,Item per Bundle,$theyearbefore Volume,$previous_year Volume,$current_year Volume,$theyearbefore Month,$previous_year Month,$current_year Month,$theyearbefore Revenue,$previous_year Revenue,$current_year Revenue
Morocco,Tangier,IMPERIAL BRANDS,GAULOISES,45969,GAULOISES - BLONDES (BLUE) KS BOX,400,118286,118322,153498,12,12,12,8974.73625,10572.00375,13624.65875
China,Yinchuan Hedong,CHINA NATIONAL,DOUBLE HAPPINESS,46152,DOUBLE HAPPINESS - KS BOX,200,0,7807,22423,0,6,7,0,2029.82,5829.98
Switzerland,Zurich,BAT,KENT,53604,KENT - FUTURA KS RCB,200,662000,926800,738200,9,12,12,190325,365373.35,214176.22
Tunisia,Monastir,JTI,CAMEL,67982,CAMEL - ACTIVATE KS BOX C,200,0,0,23800,0,0,12,0,0,4014.53
Bahrain,Manama,PMI,MARLBORO,114978,MARLBORO - DOUBLE ICE KS RCS 600 C SPECIAL OUTER WHITE - GCC DF,600,101400,592800,1350000,2,10,12,14932.84,91368.15,216675
China,Mudanjiang Hailang,CHINA NATIONAL,ZHONG NAN HAI,55456,ZHONG NAN HAI - EIGHT KS BOX,200,0,8326,1540,0,7,2,0,2705.95,500.5
Greece,Rhodes,PMI,L&M,124230,L&M - RED LABEL (5.0 CWB) KS RCB 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM GREECE,400,0,0,276800,0,0,8,0,0,47810
Kosovo,PRISTINA,BAT,BENSON & HEDGES,42846,BENSON & HEDGES - GOLD KS BOX,400,0,6000,31600,0,3,8,0,723.85,3695.08
China,Weihai Dashuibo,BAT,STATE EXPRESS 555,59744,STATE EXPRESS 555 - GOLD KS BOX,200,0,13427,19563,0,8,12,0,7720.525,11248.725
Mexico,Mexico City,BAT,DUNHILL,103540,DUNHILL - SWITCH (GREEN) KS OCTAGONAL PACK C,200,71200,43200,26800,12,12,12,11748,8768,4508
Saudi Arabia,Medina,BAT,JOHN PLAYER,63855,JOHN PLAYER - GOLD KS BOX,200,0,204800,194000,0,7,11,0,47104,47580.02
Qatar,Doha,PMI,PARLIAMENT,122948,PARLIAMENT - SILVER BLUE KS RCS 400 TRANSPARENT BUNDLE WHITE - GENERIC DF-ENG TXT,400,3717600,4893760,3851840,12,12,12,626766.52,877463.056,715094.096
Barbados,Bridgetown,PMI,MARLBORO,104518,MARLBORO - DOUBLE FUSION MENTHOL KS BOX C TRU JUMBO WHITE - LA&CANADA DF-ENG TXT,200,321680,0,0,7,0,0,57902.4,0,0
Egypt,Alexandria,KARELIA TOBACCO,KARELIA,70405,KARELIA - KS BOX,200,168619,53099,0,12,5,0,5901.665,1858.465,0
Turkey,Bodrum Airport,IMPERIAL BRANDS,DAVIDOFF,43247,DAVIDOFF - CLASSIC 90's OCTAGONAL PACK,600,52200,53400,0,8,8,0,9021,9612,0
Spain,Barcelona,IMPERIAL BRANDS,WEST,46755,WEST - SILVER KS BOX,200,86800,66600,42200,12,12,12,15146.6,13936.05,9721.96
Egypt,Cairo,IMPERIAL BRANDS,GAULOISES,45358,GAULOISES - BLONDES (RED) KS BOX,200,70749,35114,0,12,6,0,8940.0974,4437.1054,0
China,Kunming Wujiaba,JTI,MEVIUS,89727,MEVIUS - WIND BLUE KS RCB,200,206487,590683,436968,12,12,10,129054.375,369176.875,273105
Egypt,Aswan,PMI,MARLBORO,123412,MARLBORO - DOUBLE MIX MIX KS RCS C JUMBO RC WHITE - GENERIC DF-ENG TXT,200,0,22600,108400,0,1,12,0,3390,16260
Morocco,Nador,BAT,LUCKY STRIKE,57357,LUCKY STRIKE - BLUE KS BOX,200,1600,400,0,6,2,0,232,58,0
Spain,Madrid Barajas,IMPERIAL BRANDS,LAMBERT & BUTLER,43912,LAMBERT & BUTLER - KS BOX,200,383400,497200,430800,12,12,12,68436.9,127521.49,138979.11
China,Wuhan Tianhe,BAT,DUNHILL,49364,DUNHILL - (BLUE) KS BOX,200,12698,24885,47643,12,12,10,7301.35,14308.875,27394.725
Morocco,Essaouira,IMPERIAL BRANDS,DAVIDOFF,47571,DAVIDOFF - LIGHTS KS BOX,400,8992,8525,9736,10,12,12,1348.8,1278.75,1460.4
Spain,Alicante,IMPERIAL BRANDS,GAULOISES,60339,GAULOISES - ROUGE KS BOX,200,45200,37400,43600,12,11,12,8271.6,8189.5,10521
Turkey,Kayseri Airport,BAT,KENT,53002,KENT - BLUE FUTURA 8 KS RCB,600,600,3000,600,1,5,1,86.5,474.9,96
China,Wenzhou Longwan,CHINA NATIONAL,ZHONG NAN HAI,55456,ZHONG NAN HAI - EIGHT KS BOX,200,1969,35976,62401,5,12,12,639.925,11692.2,20280.325
Italy,Naples,IMPERIAL BRANDS,LAMBERT & BUTLER,43912,LAMBERT & BUTLER - KS BOX,200,537000,1071600,837800,6,12,12,111713.55,241582.45,217377.94
South Africa,Johannesburg,BAT,VOGUE,51663,VOGUE - LUXURY SLIMS 100's BOX SUPERSLIMS,200,615400,903800,1047800,12,12,12,347004.96,1807424.22,0
Brazil,Sao Paulo - Guarulhos,BAT,LUCKY STRIKE,59257,LUCKY STRIKE - CLICK & ROLL KS BOX C,400,286400,0,38800,9,0,4,31862,0,5214.27
China,Kunming Wujiaba,IMPERIAL BRANDS,GAULOISES,43534,GAULOISES - BLONDES LEGERES KS BOX,200,5795,16582,12302,12,12,10,3853.675,11027.03,8180.83
Japan,Shizuoka,PMI,MARLBORO,96046,MARLBORO - (RED FWD) KS BOX - JAPAN DF,200,0,0,32400,0,0,11,0,0,691740
Morocco,Fes,JTI,CAMEL,49844,CAMEL - (YELLOW) KS BOX,600,409800,286200,348000,10,7,10,50542,35530.98,50360.24
Saudi Arabia,DAMMAM,BAT,DUNHILL,49364,DUNHILL - (BLUE) KS BOX,400,187600,237200,148000,9,12,11,0,126902,79162.11
China,Jinan Xiaoqiang,BAT,STATE EXPRESS 555,52627,STATE EXPRESS 555 - (YELLOW) KS BOX,200,0,1507,2864,0,11,12,0,894.05,1790
Great Britain,London Southend Airport,IMPERIAL BRANDS,SUPERKINGS,44938,SUPERKINGS - 100's BOX,200,600,2200,5800,1,4,7,189,697.02,2024.5
Indonesia,Ngurah Rai,JTI,CAMEL,37393,CAMEL,200,26800,0,0,6,0,0,,0,0
Ireland,Dublin,JTI,SILK CUT,46015,SILK CUT - BLUE KS BOX,200,872200,1056200,963000,12,12,12,0,0,0
Turkey,Samsun Airport,PMI,MARLBORO,118939,MARLBORO - DOUBLE FUSION PURPLE KS RCB 600 C SPECIAL OUTER WHITE - TURKEY DF,600,16800,19800,25200,8,8,11,2100,2475,3150
Spain,A Coruna,JTI,STERLING,58605,STERLING - MENTHOL MENTHOL KS BOX,200,3600,1000,0,5,3,0,635.4,261,0
France,Paris Charles De Gaulle,IMPERIAL BRANDS,NEWS,44311,NEWS - KS BOX,600,166800,114000,64800,12,12,12,35167,31212.7,18592.8
Poland,Gdansk,PMI,CHESTERFIELD,144363,CHESTERFIELD - ORIGINAL (4.0) KS BOX - ENGLISH GHW TPD2 DF - IDM POLAND,200,0,12200,280840,0,2,12,0,8577.58,216357.93
Morocco,Nador,BAT,LUCKY STRIKE,51260,LUCKY STRIKE - ORIGINAL RED KS BOX,600,17400,32400,33600,11,12,10,1972,3697.36,4032
Turkey,Ankara Airport,BAT,LUCKY STRIKE,107455,LUCKY STRIKE - BLACK SERIES BLEU MENTHOL KS BOX,600,11400,11400,12600,6,9,9,1542,1632,1827
Canary Islands,Tenerife,PMI,MARLBORO,123083,MARLBORO - TOUCH 3.5 KS RCT SLIMS - CANARY ISLANDS DF - IDM SPAIN DUFRY,200,436800,0,0,3,0,0,82992,0,0
Brazil,Sao Paulo - Guarulhos,PMI,MARLBORO,142119,MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - GENERIC DF-ENG TXT - ALTERNATIVE,400,0,355200,1766400,0,2,12,0,47952,252884
Saudi Arabia,DAMMAM,IMPERIAL BRANDS,DAVIDOFF,91764,DAVIDOFF - (WHITE) KS OCTAGONAL PACK SLIMS,200,141200,165000,164800,12,12,12,0,98175,104846.03
India,Chattrapati Shivaji,PMI,L&M,95907,L&M - BLUE LABEL KS RCB WHITE - SOUTH ASIA DF,200,249971,0,0,1,0,0,2624695.5,0,0
South Korea,Incheon,KT & G,RAISON,46893,RAISON - KS BOX,200,5215400,13179400,14305600,12,12,12,776305,1976910,2145840
Great Britain,Bristol,JTI,MAYFAIR,46686,MAYFAIR - SKY BLUE KS BOX,200,112200,134000,75000,12,12,12,29733,38604.3,23580
Germany,Stuttgart,JTI,NATURAL AMERICAN SPIRIT,92510,NATURAL AMERICAN SPIRIT - (ORANGE) KS BOX,200,18000,0,0,10,0,0,4761,0,0
Colombia,Medellin Jose Maria Cordova,PMI,MARLBORO,104518,MARLBORO - DOUBLE FUSION MENTHOL KS BOX C TRU JUMBO WHITE - LA&CANADA DF-ENG TXT,200,117845,0,0,6,0,0,16498.3,0,0
Russia,Moscow - Domodedovo,JTI,WINSTON,45377,WINSTON - BALANCED BLUE KS BOX,400,35600,0,0,11,0,0,2942.19,0,0
Italy,Naples,JTI,WINSTON,45199,WINSTON - ONE KS BOX,200,19400,38200,46000,6,12,12,3541,8360.02,10372
Cambodia,Phnom Penh,PMI,MARLBORO,103647,MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX 400 C SPECIAL OUTER WHITE - INDOCHINA DF,400,12800,53200,133600,5,10,12,1984,8128.53,20772.65
Morocco,Nador,PMI,MARLBORO,122897,MARLBORO - DOUBLE FUSION SUMMER MENTHOL KS RCS C WRG JUMBO RC WHITE - GENERIC DF-ENG TXT,200,0,57800,76800,0,12,12,0,10422.08,13374
Spain,Murcia,PMI,MARLBORO,122499,MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - SPAIN DF - IDM SPAIN,400,279200,186400,229200,11,12,12,62958.6,44875.8,60975.7
Spain,Santander,PMI,MARLBORO,122496,MARLBORO - GOLD (3.5) KS RCB - SPAIN DF - IDM SPAIN,200,103600,170600,144800,12,12,12,23369.85,41240.79,36403.2
Germany,Stuttgart,BAT,PALL MALL,51685,PALL MALL - (BLUE) KS BOX,200,27600,21600,36800,11,12,12,7162.2,5605.2,9549.6
China,Jinan Xiaoqiang,BAT,STATE EXPRESS 555,44926,STATE EXPRESS 555 - KS BOX,200,0,35403,67251,0,11,12,0,21013.7,42031.875
France,Lyon Saint Exupery,JTI,CAMEL,52735,CAMEL - BLUE KS BOX,600,1200,600,0,2,1,0,260,167.5,0
Canary Islands,Gran Canaria,KING'S TOBACCO,CORSET,106297,CORSET - MENTHOL MENTHOL KS BOX SUPERSLIMS,200,0,0,139800,0,0,8,0,0,19506.4
Turkey,Diyarbakir Airport,BAT,KENT,101267,KENT - MIX AROMA KS RCB C,200,4400,3800,6000,10,5,9,327.89,286.83,448.15
Egypt,Aswan,BAT,KENT,45365,KENT - BLUE KS RCB,400,4898,1918,0,12,6,0,628.315425,246.409425,0
Japan,Tokyo - Narita,JTI,SEVEN STARS,94946,SEVEN STARS - 4 KS SOFT,200,1454600,6310200,10668400,12,12,12,29819300,129359100,218702200
China,Yinchuan Hedong,BAT,DUNHILL,46041,DUNHILL - INTERNATIONAL 100's BOX,200,0,434,1241,0,6,6,0,249.55,713.575
Ukraine,Kyiv - Zhulyany,BAT,DUNHILL,50854,DUNHILL - (RED) KS BOX,200,14800,0,0,2,0,0,1998,0,0
Great Britain,Bournemouth,JTI,STERLING,61077,STERLING - SUPERKINGS (RED) 100's BOX,200,0,0,21800,0,0,12,0,0,6640
Germany,Munich,JTI,NATURAL AMERICAN SPIRIT,92510,NATURAL AMERICAN SPIRIT - (ORANGE) KS BOX,200,121000,3000,0,12,5,0,33800.5,856.5,0
Norway,Trondheim,PMI,PETTEROE'S,121105,PETTEROE'S - LYS BLA KS BOX - NORWAY DF - IDM NORWAY,200,136600,62200,56200,12,12,12,426937,211169,207839
India,Jaipur,PMI,MARLBORO,104588,MARLBORO - EDGE (2.0) KS BOX SUPERSLIMS DCV WHITE - SOUTH ASIA DF,200,984,985,0,1,1,0,177.12,177.3,0
Germany,Dortmund,PMI,L&M,124242,L&M - BLUE LABEL (5.0 CWB) KS BOX - ENGLISH GHW TPD2 DF - IDM GERMANY,200,5200,13600,19400,7,12,12,1401.4,3949.2,5810.3
Tunisia,Monastir,JTI,WINSTON,85545,WINSTON - EXCEL (BLACK CAPSULE) MENTHOL KS RCB C,600,0,0,187200,0,0,11,0,0,29847.9
Cambodia,Sihanoukville,BAT,STATE EXPRESS 555,118931,STATE EXPRESS 555 - SIGNATURE RS OCTAGONAL PACK,200,600,1200,1800,2,2,4,67.5,207.03,310.5
China,Changsha Huanghua,PMI,MARLBORO,105626,MARLBORO - DOUBLE BURST (2.0) MENTHOL KS BOX C WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,0,51800,116200,0,9,12,0,49073,109820
Great Britain,Birmingham,IMPERIAL BRANDS,LAMBERT & BUTLER,43912,LAMBERT & BUTLER - KS BOX,600,639000,981000,1492200,12,12,12,115020,181189.43,300025.12
China,Hohhot Baita,JTI,WINSTON,56993,WINSTON - (RED) KS BOX,200,0,540,6641,0,3,12,0,324,3984.6
Turkey,Izmir Airport,IMPERIAL BRANDS,LAMBERT & BUTLER,96896,LAMBERT & BUTLER - BLUE KS BOX,600,0,0,301800,0,0,11,0,0,53169.55
Cameroon,Yaounde,BAT,VOGUE,46753,VOGUE - MENTHOL 100's BOX SUPERSLIMS,200,7200,0,0,3,0,0,,0,0
Great Britain,Manchester,IMPERIAL BRANDS,SUPERKINGS,44938,SUPERKINGS - 100's BOX,400,758400,1016000,1042800,12,12,12,191496,261167.46,287285.9
Great Britain,Norwich,JTI,SILK CUT,45375,SILK CUT - PURPLE KS BOX,200,6000,3200,3000,10,6,5,1920,1059,1170
Turkey,Antalya Gazipasa Airport,PMI,MARLBORO,114829,MARLBORO - (GOLD 3.0) 100's SOFT - TURKEY DF,200,6400,12600,10800,8,9,9,1385.8,2890.7,2531.6
Great Britain,Edinburgh,JTI,SILK CUT,46016,SILK CUT - SILVER KS BOX,200,93200,127600,118000,12,12,12,29824,43778.9,45670
China,Chongqing Jiangbei,NANYANG BROTHERS,DOUBLE HAPPINESS,103412,DOUBLE HAPPINESS - DELUXE (RED) KS BOX,200,11905,217944,235060,12,12,4,8333.5,152560.8,164542
Mexico,Mexico City,BAT,LUCKY STRIKE,59257,LUCKY STRIKE - CLICK & ROLL KS BOX C,200,233200,154000,102800,11,12,12,39644,29934.73,19412
China,Taiyuan Wusu,IMPERIAL BRANDS,DAVIDOFF,43244,DAVIDOFF - KS BOX,200,0,0,7900,0,0,7,0,0,4740
Brazil,Brasilia,CHINA NATIONAL,CHUNGHWA,43087,CHUNGHWA - KS BOX,200,1600,600,400,3,2,1,216,150,100
Turkey,Izmir Airport,BAT,VOGUE,70512,VOGUE - LILAS 100's L-STICK BOX SUPERSLIMS,200,297200,236400,0,12,9,0,53221.4,45719.2,0
Japan,Tokyo - Narita,PMI,PARLIAMENT,97144,PARLIAMENT - PLATINUM BLUE 100's RCB WHITE - JAPAN DF,200,239400,556800,559600,12,12,12,5195940,12082560,12171160
Portugal,Faro Airport,JTI,WINSTON,54087,WINSTON - CLASSIC KS BOX,200,10000,0,0,4,0,0,1900,0,0
Chile,Santiago Arturo Merino Benitez,PMI,MARLBORO,114396,MARLBORO - (GOLD 3.0) KS RCB 600 SPECIAL OUTER WHITE - LA&CANADA DF-ENG TXT,600,374400,326400,0,9,7,0,59756,54178,0
Norway,Sandefjord-Torp,OTHER LOCAL TMO IND.,UNDEFINED,0,UNDEFINED,0,1540956,5253720,4782366,6,12,12,0,0,0
Turkey,Bodrum Airport,JTI,STERLING,58605,STERLING - MENTHOL MENTHOL KS BOX,400,253200,225200,86000,10,12,10,43688,39969,15265
Morocco,Casablanca,IMPERIAL BRANDS,DAVIDOFF,103408,DAVIDOFF - MAGENTA KS OCTAGONAL PACK SUPERSLIMS,200,0,0,21542,0,0,9,0,0,3446.72
Taiwan,Everrich Downtown Kinmen,JTI,MINE,46257,MINE - KS BOX,200,5830891,9948169,6439421,12,12,12,28279821.35,48248619.65,31231191.85
Tunisia,Tunis,IMPERIAL BRANDS,DAVIDOFF,88458,DAVIDOFF - GOLD KS BOX,200,175600,194600,165600,12,12,11,28974,32109,27324
Cape Verde,Espargos,PMI,MARLBORO,125837,MARLBORO - RED 3.5 KS BOX - GENERIC DF-ENG TXT,200,0,0,766200,0,0,10,0,0,103437
United Arab Emirates,Dubai,PMI,PARLIAMENT,120062,PARLIAMENT - SILVER BLUE KS RCS 200 JUMBO RC WHITE - UAE DF,200,1734800,2960800,2806600,11,12,11,306239.36,542313.12,536469.33
Turkey,Ankara Airport,BAT,KENT,101267,KENT - MIX AROMA KS RCB C,600,66000,24600,30600,12,10,11,8887.42,3952.5,4972.5
China,Xian Xianyang,PMI,MARLBORO,144489,MARLBORO - SOL SHUFFLE MENTHOL KS BOS C MUL WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,0,0,29999,0,0,3,0,0,28025.7356
Greece,Heraklion Airport,JTI,WINSTON,55025,WINSTON - SILVER KS BOX,200,49800,39800,38800,8,7,8,7594.5,6069.5,5917
Mexico,Los Cabos,BAT,PALL MALL,51685,PALL MALL - (BLUE) KS BOX,200,9000,20200,33200,4,9,12,1395,3626,6286
Australia,Perth,IMPERIAL BRANDS,JOHN PLAYER SPECIAL,85905,JOHN PLAYER SPECIAL - (RED) KS BOX,25,5875,16600,13400,12,12,11,0,7171.2,6454.08
Georgia,Batumi,IMPERIAL BRANDS,DAVIDOFF,88458,DAVIDOFF - GOLD KS BOX,200,600,0,0,3,0,0,87,0,0
Italy,Bergamo,PMI,MARLBORO,122501,MARLBORO - GOLD (3.5) KS RCB 600 SPECIAL OUTER - ITALY DF - IDM ITALY,600,176400,446400,646200,8,12,12,36015,92387.62,136000.54
Dominican Republic,Punta Cana - Higuey,PMI,MARLBORO,122896,MARLBORO - DOUBLE FUSION SUMMER MENTHOL KS BOX C WRG WHITE - GENERIC DF-ENG TXT,200,980400,1015400,810600,12,12,12,218740,238619,197429
Colombia,Cali,JTI,CAMEL,43011,CAMEL - KS BOX,400,9200,0,0,7,0,0,1127,0,0
Spain,Mahon Airport,JTI,CAMEL,49844,CAMEL - (YELLOW) KS BOX,200,0,1000,0,0,2,0,0,234,0
Brazil,Brasilia,PMI,MARLBORO,114359,MARLBORO - (GOLD 3.0) KS RCB WHITE - LA&CANADA DF-ENG TXT,200,11200,4800,0,12,5,0,1568,720,0
Aruba,Oranjestad,JTI,CAMEL,45351,CAMEL - (BLUE) KS BOX,600,61800,40800,66000,12,12,12,10197,6806.34,12274.5
Turkey,Hatay Airport,PMI,MARLBORO,96532,MARLBORO - TOUCH GRAY (2.0) KS RCB 200 SLIMS WHITE - TURKEY DF,200,0,200,0,0,1,0,0,26,0
Turkey,Bodrum Airport,JTI,MAYFAIR,46686,MAYFAIR - SKY BLUE KS BOX,200,16600,2800,159200,5,2,12,3533.7,614.6,34944.4
Greece,Santorini,KARELIA TOBACCO,GEORGE KARELIAS AND SONS,43591,GEORGE KARELIAS AND SONS - LS SHOULDER PACK,200,8800,20000,18800,5,5,6,1408,3143.9,3230
Jordan,Amman,BAT,KENT,57193,KENT - HD NEO KS RCB,400,198000,0,0,2,0,0,25492.5,0,0
Turkey,Antalya Airport,PMI,MARLBORO,94156,MARLBORO - (RED FWD) 100's SOFT 400 TRANSPARENT BUNDLE - TURKEY DF,400,1661600,0,135200,9,0,1,282491,0,27209
Peru,Lima,BAT,LUCKY STRIKE,127567,LUCKY STRIKE - AMBER KS BOX C,400,0,0,45200,0,0,5,0,0,6102
Norway,Trondheim,JTI,CAMEL,88440,CAMEL - FILTER KS BOX,200,14200,9000,28200,5,5,11,41839,28755,95799
Turkey,Adana Airport,BAT,PALL MALL,53263,PALL MALL - (RED) KS BOX,200,5200,24600,8600,4,12,6,755.76,4055.9,1190.57
Great Britain,Birmingham,JTI,SILK CUT,45375,SILK CUT - PURPLE KS BOX,200,408400,476400,436400,12,12,12,130688,162653.89,169069
Germany,Frankfurt,BAT,PRINCE,51120,PRINCE - RICH TASTE KS BOX,400,4000,0,0,4,0,0,1198,0,0
Turkey,Istanbul Asia Airport,BAT,ROTHMANS,46831,ROTHMANS - INTERNATIONAL 100's BOX,200,202600,0,0,9,0,0,37481,0,0
Iraq,Baghdad,PMI,MARLBORO,108980,MARLBORO - EDGE (3.0) KS DSP SUPERSLIMS WHITE - IRAQ DF,200,0,1100000,250000,0,3,2,0,115500,26250
Turkey,Konya Airport,PMI,MARLBORO,113628,MARLBORO - (GOLD 3.0) KS RCB - TURKEY DF,200,9000,37800,39800,3,12,11,1519.92,5103,5373
Gibraltar,Gibraltar,PMI,MARLBORO,122764,MARLBORO - GOLD (3.5) KS RCB TRANSPARENT BUNDLE - GIBRALTAR DUTY PAID - IDM GIBRALTAR,200,2149868,2230000,2216264,12,12,12,257984.16,311225,313601.356
Spain,Almeria,IMPERIAL BRANDS,NOBEL,44321,NOBEL - KS BOX,200,3400,5600,4200,9,9,9,657.9,1272.6,1057.35
Aruba,Oranjestad,IMPERIAL BRANDS,LAMBERT & BUTLER,43912,LAMBERT & BUTLER - KS BOX,400,0,0,6000,0,0,5,0,0,1470
China,Hangzhou Xiaoshan,PMI,MARLBORO,122864,MARLBORO - SILVER BLUE (3.5) KS RCB WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,0,30000,3800,0,5,1,0,22915,2565
Jordan,Aqaba,PMI,MARLBORO,125066,MARLBORO - WHITE (3.5) KS RCS WHITE - GENERIC DF-ENG TXT - SAUDI ARABIA,200,1000,7200,0,2,6,0,160,1203,0
Greece,Santorini,JTI,WINSTON,54535,WINSTON - KS RCB,200,72200,52400,0,8,7,0,11010.5,9589,0
Dominican Republic,Santo Domingo Las Americas,IMPERIAL BRANDS,LAMBERT & BUTLER,43912,LAMBERT & BUTLER - KS BOX,200,5400,2600,1000,8,9,3,1026,566.29,227.05
United Arab Emirates,Sharjah,PMI,MARLBORO,120058,MARLBORO - (RED FWD) KS BOS 400 TRANSPARENT BUNDLE - UAE DF,400,446800,0,0,4,0,0,64540.26,0,0
Spain,Valencia,PMI,MARLBORO,122449,MARLBORO - (RED FWD) KS BOX 400 TRANSPARENT BUNDLE - SPAIN DF - IDM SPAIN,400,79600,149200,150000,10,12,12,17954.1,35919.9,39739.46
Turkey,Denizli Cardak Airport,PMI,MARLBORO,120741,MARLBORO - (RED FWD) KS BOX 600 SPECIAL OUTER - TURKEY DF - BASE PRODUCT DF,600,3600,1800,0,4,2,0,297,148.5,0
Turkey,Izmir Airport,IMPERIAL BRANDS,GAULOISES,45358,GAULOISES - BLONDES (RED) KS BOX,400,334400,282000,0,12,12,0,48101.5,43203,0
Egypt,Alexandria,PMI,L&M,123646,L&M - SILVER LABEL (5.0 CWB) KS RCB WHITE - GENERIC DF-ENG TXT,200,144770,116795,7800,5,12,1,15924.7,13154.555,897
Turkey,Samsun Airport,IMPERIAL BRANDS,DAVIDOFF,43247,DAVIDOFF - CLASSIC 90's OCTAGONAL PACK,200,42400,43000,42400,12,12,11,5512,5590,5512
Mexico,Guadalajara,IMPERIAL BRANDS,LAMBERT & BUTLER,45979,LAMBERT & BUTLER - GOLD KS BOX,200,7000,2000,1000,8,7,3,1155,339,176
Aruba,Oranjestad,BAT,NEWPORT,44309,NEWPORT - MENTHOL KS BOX,400,106800,102800,325600,5,5,12,19758,21743.91,71824.51
Great Britain,Glasgow,JTI,STERLING,91239,STERLING - SUPERKINGS MENTHOL MENTHOL 100's BOX,200,87600,101200,0,12,12,0,22338,28443.83,0
Mexico,Guadalajara,PMI,MARLBORO,113618,MARLBORO - (GOLD 3.0) 100's RCB WHITE - LA&CANADA DF-ENG TXT,200,120400,101000,0,12,10,0,19866,18565,0
Canary Islands,Tenerife,JTI,STERLING,53561,STERLING - SUPERKINGS BLUE 100's BOX,200,649800,0,0,9,0,0,93896.1,0,0
Turkey,Diyarbakir Airport,PMI,MARLBORO,122201,MARLBORO - TOUCH AQUA KS RCS 600 C SLIMS WHITE - TURKEY DF,600,0,3000,6000,0,5,6,0,232.5,465
Italy,Florence,PMI,MARLBORO,122502,MARLBORO - SILVER BLUE (3.5) KS RCB WHITE - ITALY DF - IDM ITALY,200,28600,40800,34400,12,12,12,6864,9924,8507.96
Turkey,Ankara Airport,JTI,CAMEL,52735,CAMEL - BLUE KS BOX,200,40000,48000,7600,12,12,5,6158,8142,1339
Turkey,Eskisehir Airport,PMI,MARLBORO,124504,MARLBORO - TOUCH BLUE KS DSP 600 SLIMS TRANSPARENT BUNDLE WHITE - TURKEY DF,600,0,0,3600,0,0,1,0,0,414
Georgia,Batumi,JTI,WINSTON,45379,WINSTON - CLASSIC RED KS BOX,200,24000,27400,0,6,4,0,2160,2520.9,0
Colombia,Bogota,BAT,KENT,57192,KENT - HD FUTURA KS RCB,200,36400,19600,400,6,8,2,4914,2646,54
Japan,Tokyo - Haneda,PMI,MARLBORO,119101,MARLBORO - DRY MENTHOL 5 (2.5) MENTHOL KS BOX C WHITE - JAPAN DF,200,92400,498400,777800,11,12,12,2018940,10890040,16994930
Tunisia,Monastir,JTI,WINSTON,53854,WINSTON - KING SIZE (RED) KS BOX,600,0,0,388800,0,0,12,0,0,62292.69
Spain,Sevilla,JTI,CAMEL,43011,CAMEL - KS BOX,200,89600,112600,119400,12,12,12,17718.4,26348.4,31080.25
Spain,Mahon Airport,IMPERIAL BRANDS,SUPERKINGS,46019,SUPERKINGS - BLUE 100's BOX,200,123400,279200,305600,6,8,8,26777.8,78129.9,105229.25
India,Bangalore,BAT,STATE EXPRESS 555,44926,STATE EXPRESS 555 - KS BOX,200,20800,39800,43800,9,12,12,0,474844.52,530460.15
Italy,Pisa,JTI,WINSTON,54088,WINSTON - BLUE KS BOX,200,124200,0,0,12,0,0,22977,0,0
Turkey,Antalya Gazipasa Airport,BAT,LUCKY STRIKE,51260,LUCKY STRIKE - ORIGINAL RED KS BOX,400,5200,9600,29600,5,8,8,923,1872,5772
Morocco,Rabat,BAT,VOGUE,45100,VOGUE - MENTHOL 100's BOX SLIMS,400,140538,188475,287886,8,12,12,22134.735,29690.417075,45467.621275
Spain,Jerez De La Frontera,PMI,L&M,123310,L&M - RED LABEL (5.0 CWB) KS RCB - SPAIN DF - IDM SPAIN,200,3800,7600,3600,7,9,6,786.6,1692.9,889.2
Russia,Min Vody,PMI,PARLIAMENT,121936,PARLIAMENT - AQUA BLUE KS RCB JUMBO RC WHITE - RUSSIA DF - IDM RUSSIA,200,9000,0,2000,4,0,1,1505.95,0,422
Ethiopia,Addis Ababa,BAT,LUCKY STRIKE,51260,LUCKY STRIKE - ORIGINAL RED KS BOX,200,61200,86400,56200,9,8,6,0,3058,0
Morocco,Tangier,JTI,GLAMOUR,54970,GLAMOUR - MENTHOL 100's BOX SUPERSLIMS,400,4893,0,0,5,0,0,697.2525,0,0
South Africa,Cape Town,BAT,DUNHILL,45269,DUNHILL - LIGHTS KS BOX,200,114600,208200,158000,12,12,11,58235,444840,0
Vietnam,Hanoi,PMI,MARLBORO,122665,MARLBORO - GOLD (3.5) KS RCB WHITE - INDOCHINA DF,200,823800,1987200,1562000,7,12,12,98856,242328,187440
Turkey,Diyarbakir Airport,JTI,CAMEL,43011,CAMEL - KS BOX,200,4800,9200,12800,8,11,10,300,575,800
Brazil,Porto Alegre,PMI,MARLBORO,91751,MARLBORO - (RED FWD) KS BOX WHITE - LA&CANADA DF-ENG TXT,200,1800,0,0,5,0,0,252,0,0
